key,old_split,new_split,video_id,artist,title,song_id,mood,lyrics_ok,folder
exciting_ORG_EXT(73),train,train,exciting_ORG_EXT(73),Far East Movement,Like A G6,far east movement::like a g6,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(74),train,train,exciting_ORG_EXT(74),Far East Movement,Like A G6,far east movement::like a g6,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(77),train,train,exciting_ORG_EXT(77),Charts Hits Megastars,Party Rock Anthem,charts hits megastars::party rock anthem,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(79),train,train,exciting_ORG_EXT(79),Ahad Aman,Wildflower,ahad aman::wildflower,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(80),train,train,exciting_ORG_EXT(80),Ahad Aman,Wildflower,ahad aman::wildflower,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(82),train,train,exciting_ORG_EXT(82),for KING & COUNTRY,joy.,for king & country::joy.,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(83),train,train,exciting_ORG_EXT(83),for KING & COUNTRY,joy.,for king & country::joy.,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(88),train,train,exciting_ORG_EXT(88),London Boys,I'm Gonna Give My Heart,london boys::i'm gonna give my heart,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(89),train,train,exciting_ORG_EXT(89),London Boys,I'm Gonna Give My Heart,london boys::i'm gonna give my heart,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_EXT(97),train,train,exciting_ORG_EXT(97),A.R. Rahman,"Tum Tak (From ""Raanjhanaa"")","a.r. rahman::tum tak (from ""raanjhanaa"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_NEUTRAL(63),train,train,exciting_ORG_NEUTRAL(63),blink-182,First Date,blink-182::first date,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_ORG_NEUTRAL(78),train,train,exciting_ORG_NEUTRAL(78),blink-182,First Date,blink-182::first date,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_RELX_MEA(15)-5-of-8,train,train,exciting_RELX_MEA(15),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_RELX_MEA(2)-3-of-7,train,train,exciting_RELX_MEA(2),D-Why,"2,000 Miles","d-why::2,000 miles",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(10),train,train,exciting_REVIEW_EXT(10),Lady Gaga,Bad Romance (Radio Edit),lady gaga::bad romance (radio edit),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(102),train,train,exciting_REVIEW_EXT(102),Avicii,Wake Me Up (Radio Edit),avicii::wake me up (radio edit),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(104),train,train,exciting_REVIEW_EXT(104),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(105),train,train,exciting_REVIEW_EXT(105),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(106),train,train,exciting_REVIEW_EXT(106),Pharrell Williams,"Happy (From ""Despicable Me 2"")","pharrell williams::happy (from ""despicable me 2"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(107),train,train,exciting_REVIEW_EXT(107),Dayna Nyange,Nivute Kwako,dayna nyange::nivute kwako,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(108),train,train,exciting_REVIEW_EXT(108),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(109),train,train,exciting_REVIEW_EXT(109),Geo Da Silva,I'll Do You Like a Truck,geo da silva::i'll do you like a truck,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(11),train,train,exciting_REVIEW_EXT(11),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(110),train,train,exciting_REVIEW_EXT(110),Rihanna,Where Have You Been,rihanna::where have you been,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(111),train,train,exciting_REVIEW_EXT(111),DJ Daniel Kim,Pop Danthology 2014 (Remix),dj daniel kim::pop danthology 2014 (remix),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(17),train,train,exciting_REVIEW_EXT(17),Ke$ha,TiK ToK,ke$ha::tik tok,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(21),train,train,exciting_REVIEW_EXT(21),US5,The Boys Are Back,us5::the boys are back,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(30),train,train,exciting_REVIEW_EXT(30),365DaBand,Saigon Here We Come,365daband::saigon here we come,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(33),train,train,exciting_REVIEW_EXT(33),"Mr Neyo ""El Embajador""",Ahora Me Voy,"mr neyo ""el embajador""::ahora me voy",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(38),train,train,exciting_REVIEW_EXT(38),Rhavyyje jayangie,Madtrack,rhavyyje jayangie::madtrack,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(4),train,train,exciting_REVIEW_EXT(4),Iggy Azalea,Bounce,iggy azalea::bounce,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(40),train,train,exciting_REVIEW_EXT(40),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(43),train,train,exciting_REVIEW_EXT(43),Syster Sol,Throw It On The Floor,syster sol::throw it on the floor,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(6),train,train,exciting_REVIEW_EXT(6),Pitbull,Feel This Moment (Radio Edit),pitbull::feel this moment (radio edit),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(60),train,train,exciting_REVIEW_EXT(60),Lloyd,Bang!!!!,lloyd::bang!!!!,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(62),train,train,exciting_REVIEW_EXT(62),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(65),train,train,exciting_REVIEW_EXT(65),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(68),train,train,exciting_REVIEW_EXT(68),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(69),train,train,exciting_REVIEW_EXT(69),Eusebio,Alegría,eusebio::alegría,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(7),train,train,exciting_REVIEW_EXT(7),Lindsay Lohan,Rumors,lindsay lohan::rumors,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(73),train,train,exciting_REVIEW_EXT(73),House Rockerz,Herzrasen (Original Radio Edit),house rockerz::herzrasen (original radio edit),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(74),train,train,exciting_REVIEW_EXT(74),Irem Derici,Sevgi Olsun Taştan Olsun,irem derici::sevgi olsun taştan olsun,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(81),train,train,exciting_REVIEW_EXT(81),Lady Gaga,Applause,lady gaga::applause,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(83),train,train,exciting_REVIEW_EXT(83),Enej,Tak Smakuje Życie,enej::tak smakuje życie,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(87),train,train,exciting_REVIEW_EXT(87),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(89),train,train,exciting_REVIEW_EXT(89),Negro Jose,Ya No Te Creo,negro jose::ya no te creo,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(93),train,train,exciting_REVIEW_EXT(93),Preslava,Razkriy me,preslava::razkriy me,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT(97),train,train,exciting_REVIEW_EXT(97),Harmonik,Let's Go,harmonik::let's go,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(1),train,train,exciting_REVIEW_EXT_Q2(1),Rihanna,Where Have You Been,rihanna::where have you been,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(101),train,train,exciting_REVIEW_EXT_Q2(101),Matt Hunter Correa,Mi Senorita,matt hunter correa::mi senorita,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(102),train,train,exciting_REVIEW_EXT_Q2(102),Klaus Layer,Rapresent feat. Simple One,klaus layer::rapresent feat. simple one,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(13),train,train,exciting_REVIEW_EXT_Q2(13),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(15),train,train,exciting_REVIEW_EXT_Q2(15),Ke$ha,TiK ToK,ke$ha::tik tok,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(17),train,train,exciting_REVIEW_EXT_Q2(17),Santanu Sahu,Traffic Babu,santanu sahu::traffic babu,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(19),train,train,exciting_REVIEW_EXT_Q2(19),US5,The Boys Are Back,us5::the boys are back,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(21),val,train,exciting_REVIEW_EXT_Q2(21),Đang Cập Nhật,DJ,đang cập nhật::dj,exciting,0,Dataset1/DS1_VAL_MATCH/
exciting_REVIEW_EXT_Q2(23),train,train,exciting_REVIEW_EXT_Q2(23),shu-t,Change me (feat. MEIKO),shu-t::change me (feat. meiko),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(26),train,train,exciting_REVIEW_EXT_Q2(26),"Mr Neyo ""El Embajador""",Ahora Me Voy,"mr neyo ""el embajador""::ahora me voy",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(28),train,train,exciting_REVIEW_EXT_Q2(28),Rico,Kisütött a Nap,rico::kisütött a nap,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(29),train,train,exciting_REVIEW_EXT_Q2(29),Snap!,The Power,snap!::the power,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(36),train,train,exciting_REVIEW_EXT_Q2(36),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(37),train,train,exciting_REVIEW_EXT_Q2(37),LUDMILLA,Hoje,ludmilla::hoje,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(39),train,train,exciting_REVIEW_EXT_Q2(39),Vital Knights,We Just Entered (Vol.2),vital knights::we just entered (vol.2),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(40),train,train,exciting_REVIEW_EXT_Q2(40),Alexandra Stan,Mr. Saxobeat,alexandra stan::mr. saxobeat,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(49),train,train,exciting_REVIEW_EXT_Q2(49),BRADIO,Flyers,bradio::flyers,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(67),train,train,exciting_REVIEW_EXT_Q2(67),Rosana,Hoy,rosana::hoy,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(7),train,train,exciting_REVIEW_EXT_Q2(7),Remady,Single Ladies (feat. J-Son),remady::single ladies (feat. j-son),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(84),train,train,exciting_REVIEW_EXT_Q2(84),Acid Drink,Unique (Original Mix),acid drink::unique (original mix),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(93),train,train,exciting_REVIEW_EXT_Q2(93),Henrique & Juliano,Não Gosto Eu Amo,henrique & juliano::não gosto eu amo,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_REVIEW_EXT_Q2(97),train,train,exciting_REVIEW_EXT_Q2(97),Dj Andi,Happiness,dj andi::happiness,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST(0)-4-of-7,train,train,exciting_TEST(0),KARA,Honey,kara::honey,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(1)-30-of-31,val,train,exciting_TEST_EXT(1),,,,exciting,0,Dataset1/DS1_VAL_MATCH/
exciting_TEST_EXT(10)-16-of-98,train,train,exciting_TEST_EXT(10),Mika Singh,"Milegi Milegi (From ""Stree"")","mika singh::milegi milegi (from ""stree"")",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(10)-2-of-98,train,train,exciting_TEST_EXT(10),Neha Kakkar,"Dilbar (From ""Satyameva Jayate"")","neha kakkar::dilbar (from ""satyameva jayate"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(10)-26-of-98,train,train,exciting_TEST_EXT(10),Yo Yo Honey Singh,Urvashi,yo yo honey singh::urvashi,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(10)-32-of-98,test,train,exciting_TEST_EXT(10),Guru Randhawa,"High Rated Gabru (From ""Nawabzaade"")","guru randhawa::high rated gabru (from ""nawabzaade"")",exciting,0,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(10)-46-of-98,test,train,exciting_TEST_EXT(10),Aas Narayan Sharma,Chait Me Chiyar K Marela Eyar,aas narayan sharma::chait me chiyar k marela eyar,exciting,0,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(10)-94-of-98,train,train,exciting_TEST_EXT(10),Ranveer Singh,Padmaavat Khalibali,ranveer singh::padmaavat khalibali,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(11)-14-of-56,train,train,exciting_TEST_EXT(11),Neha Kakkar,"O Saki Saki (From ""Batla House"")","neha kakkar::o saki saki (from ""batla house"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(11)-2-of-56,test,train,exciting_TEST_EXT(11),Badshah,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","badshah::garmi (from ""street dancer 3d"") (feat. varun dhawan)",exciting,0,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(12)-2-of-7,test,train,exciting_TEST_EXT(12),Tanishk Bagchi,Makhna,tanishk bagchi::makhna,exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(13)-59-of-72,train,train,exciting_TEST_EXT(13),Badshah,"Sheher Ki Ladki (From ""Khandaani Shafakhana"")","badshah::sheher ki ladki (from ""khandaani shafakhana"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(13)-64-of-72,train,train,exciting_TEST_EXT(13),Jasbir Jassi,"Koka (From ""Khandaani Shafakhana"")","jasbir jassi::koka (from ""khandaani shafakhana"")",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(13)-70-of-72,test,train,exciting_TEST_EXT(13),Tony Kakkar,"Coca Cola (From ""Luka Chuppi"")","tony kakkar::coca cola (from ""luka chuppi"")",exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(15)-102-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-11-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-115-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-130-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-144-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-16-of-153,train,train,exciting_TEST_EXT(15),Zack Knight/Jasmin Walia,Bom Diggy,zack knight/jasmin walia::bom diggy,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-26-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-34-of-153,test,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(15)-46-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-75-of-153,train,train,exciting_TEST_EXT(15),Arijit Singh,Subah Subah,arijit singh::subah subah,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-82-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-88-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(15)-93-of-153,train,train,exciting_TEST_EXT(15),Arya Acharya,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","arya acharya::52 non stop dilbar dilbar remix(remix by kedrock,sd style)",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(16)-22-of-84,train,train,exciting_TEST_EXT(16),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(16)-39-of-84,train,train,exciting_TEST_EXT(16),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(16)-45-of-84,train,train,exciting_TEST_EXT(16),Shreya Ghosal,Silsila Ye Chahat Ka,shreya ghosal::silsila ye chahat ka,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(16)-62-of-84,train,train,exciting_TEST_EXT(16),Sanjay Leela Bhansali,Minnaadhi Minnal,sanjay leela bhansali::minnaadhi minnal,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(16)-73-of-84,train,train,exciting_TEST_EXT(16),Shreya Ghosal,Dola Re Dola,shreya ghosal::dola re dola,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(17)-2-of-10,test,train,exciting_TEST_EXT(17),MC Hammer,Mc Hammer - Cant Touch This,mc hammer::mc hammer - cant touch this,exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(17)-8-of-10,val,train,exciting_TEST_EXT(17),MC Hammer,Mc Hammer - Cant Touch This,mc hammer::mc hammer - cant touch this,exciting,1,Dataset1/DS1_VAL_MATCH/
exciting_TEST_EXT(18)-16-of-73,train,train,exciting_TEST_EXT(18),Neha Kakkar,Tan Tana Tan Tan Tan (feat. Bilawal),neha kakkar::tan tana tan tan tan (feat. bilawal),exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(18)-2-of-73,train,train,exciting_TEST_EXT(18),Bappi Lehri and Badshah,Loge Tamma Tamma Loge,bappi lehri and badshah::loge tamma tamma loge,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(18)-34-of-73,train,train,exciting_TEST_EXT(18),Meet Bros Anjjan,Chittiyaan Kalaiyaan,meet bros anjjan::chittiyaan kalaiyaan,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(18)-59-of-73,train,train,exciting_TEST_EXT(18),Vishal Dadlani,Selfie Le Le Re,vishal dadlani::selfie le le re,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(2)-6-of-19,val,train,exciting_TEST_EXT(2),รวมศิลปิน,O.K.นะคะ,รวมศิลปิน::o.k.นะคะ,exciting,0,Dataset1/DS1_VAL_MATCH/
exciting_TEST_EXT(7)-7-of-8,val,train,exciting_TEST_EXT(7),Selairium,Legendary,selairium::legendary,exciting,0,Dataset1/DS1_VAL_MATCH/
exciting_TEST_EXT(9)-10-of-95,train,train,exciting_TEST_EXT(9),Sohail Sen,"Shaitan Ka Saala (From ""Housefull 4"")","sohail sen::shaitan ka saala (from ""housefull 4"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(9)-15-of-95,test,train,exciting_TEST_EXT(9),Neha Kakkar,Yaad Piya Ki Aane Lagi,neha kakkar::yaad piya ki aane lagi,exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(9)-2-of-95,train,train,exciting_TEST_EXT(9),Yash Narvekar,"Muqabla (From ""Street Dancer 3D"")","yash narvekar::muqabla (from ""street dancer 3d"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(9)-23-of-95,train,train,exciting_TEST_EXT(9),Mika Singh,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")","mika singh::ankhiyon se goli mare (from ""pati patni aur woh"")",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(9)-25-of-95,test,train,exciting_TEST_EXT(9),Mika Singh,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")","mika singh::ankhiyon se goli mare (from ""pati patni aur woh"")",exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(9)-3-of-95,test,train,exciting_TEST_EXT(9),Yash Narvekar,"Muqabla (From ""Street Dancer 3D"")","yash narvekar::muqabla (from ""street dancer 3d"")",exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(9)-45-of-95,test,train,exciting_TEST_EXT(9),Neha Kakkar,"Ek Toh Kum Zindagani (From ""Marjaavaan"")","neha kakkar::ek toh kum zindagani (from ""marjaavaan"")",exciting,0,Dataset1/DS1_TEST_MATCH/
exciting_TEST_EXT(9)-69-of-95,train,train,exciting_TEST_EXT(9),Guru Randhawa,Slowly Slowly,guru randhawa::slowly slowly,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(9)-73-of-95,train,train,exciting_TEST_EXT(9),,,,exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(9)-78-of-95,train,train,exciting_TEST_EXT(9),Jassie Gill,"Nikle Currant (From ""Nikle Currant"")","jassie gill::nikle currant (from ""nikle currant"")",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(9)-85-of-95,train,train,exciting_TEST_EXT(9),Badshah,"Munna Badnaam Hua (From ""Dabangg 3"")","badshah::munna badnaam hua (from ""dabangg 3"")",exciting,0,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_EXT(9)-89-of-95,test,train,exciting_TEST_EXT(9),Garry Sandhu,"Hauli Hauli (From ""De De Pyaar De"")","garry sandhu::hauli hauli (from ""de de pyaar de"")",exciting,1,Dataset1/DS1_TEST_MATCH/
exciting_TEST_MIX(8)-6-of-7,val,train,exciting_TEST_MIX(8),Cherona,Rigga-Ding-Dong-Song,cherona::rigga-ding-dong-song,exciting,1,Dataset1/DS1_VAL_MATCH/
exciting_TEST_MV(10)-10-of-25,train,train,exciting_TEST_MV(10),Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","sofia reyes::1, 2, 3 (feat. jason derulo & de la ghetto)",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-13-of-25,train,train,exciting_TEST_MV(10),Anne-Marie,Perfect to Me,anne-marie::perfect to me,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-17-of-25,train,train,exciting_TEST_MV(10),Enrique Iglesias x Pitbull,Move To Miami,enrique iglesias x pitbull::move to miami,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-18-of-25,train,train,exciting_TEST_MV(10),"C. Tangana, Becky G feat. Alizzz",Booty,"c. tangana, becky g feat. alizzz::booty",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-2-of-25,train,train,exciting_TEST_MV(10),Bruno Mars,Finesse (Remix) [feat. Cardi B],bruno mars::finesse (remix) [feat. cardi b],exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-20-of-25,train,train,exciting_TEST_MV(10),David Guetta,Don't Leave Me Alone (feat. Anne-Marie),david guetta::don't leave me alone (feat. anne-marie),exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-22-of-25,train,train,exciting_TEST_MV(10),Kygo feat. Sandro Cavazza,Happy Now,kygo feat. sandro cavazza::happy now,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-3-of-25,train,train,exciting_TEST_MV(10),Marshmello,FRIENDS,marshmello::friends,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-4-of-25,train,train,exciting_TEST_MV(10),James Arthur,Rewrite The Stars,james arthur::rewrite the stars,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(10)-5-of-25,train,train,exciting_TEST_MV(10),Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","sofia reyes::1, 2, 3 (feat. jason derulo & de la ghetto)",exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(11)-4-of-6,train,train,exciting_TEST_MV(11),Major Lazer,Lean On,major lazer::lean on,exciting,1,Dataset1/DS1_TRAIN_MATCH/
exciting_TEST_MV(11)-5-of-6,train,train,exciting_TEST_MV(11),Major Lazer,Lean On,major lazer::lean on,exciting,1,Dataset1/DS1_TRAIN_MATCH/
